,total_cup_points,species,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,altitude_mean_meters,cupper_points,color,country_code
613,82.67,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,0,1,7.5,Green,76
614,82.67,Arabica,Catuai,Brazil,Natural / Dry,2014,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,0.12,1200,7.5,Green,76
618,82.67,Arabica,Typica,Mexico,Natural / Dry,2014,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,0.11,1296,7.58,Green,484
619,82.67,Arabica,Others,Uganda,Washed / Wet,2013,7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,0.12,1650,7.5,Green,800
621,82.67,Arabica,Caturra,Thailand,Washed / Wet,2013,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,0.11,1500,7.5,Bluish-Green,764
622,82.67,Arabica,Caturra,Colombia,Washed / Wet,2012,7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,0.11,1800,7.42,Bluish-Green,170
623,82.67,Arabica,Other,El Salvador,Washed / Wet,2012,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,0,1200,7.67,Green,222
624,82.67,Arabica,Caturra,Guatemala,Washed / Wet,2012,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,0.11,1500,7.5,Green,320
625,82.67,Arabica,Other,Thailand,Washed / Wet,2012,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,0.12,1200,7.58,Bluish-Green,764
626,82.67,Arabica,Other,Mexico,Washed / Wet,2012,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,0.11,1100,7.58,Green,484
627,82.67,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,0.12,950,7.58,Green,484
628,82.67,Arabica,Caturra,Colombia,Washed / Wet,2011,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,0.11,3850,7.58,Green,170
630,82.67,Arabica,Others,Mexico,Washed / Wet,2011,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,0,1400,7.08,Green,484
631,82.67,Arabica,Caturra,Colombia,Washed / Wet,2010,8.08,7.67,7.67,7.33,7.33,7.17,10,10,10,0.08,1800,7.42,Green,170
632,82.67,Arabica,Caturra,Colombia,Washed / Wet,2010,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,0.21,1200,7.58,Green,170
633,82.58,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,0.1,1219.2,7.5,Green,320
635,82.58,Arabica,Caturra,Brazil,Pulped natural / honey,2016,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,0.11,1200,7.5,Green,76
637,82.58,Arabica,Caturra,Brazil,Washed / Wet,2016,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,0,1200,8,Green,76
638,82.58,Arabica,Typica,Indonesia,Semi-washed / Semi-pulped,2015,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,0.13,1250,7.5,Blue-Green,360
639,82.58,Arabica,Caturra,Thailand,Washed / Wet,2014,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,0.12,800,7.5,Green,764
640,82.58,Arabica,Caturra,Thailand,Washed / Wet,2014,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,0.12,1450,7.5,Blue-Green,764
642,82.58,Arabica,Others,Uganda,Natural / Dry,2013,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,0.12,1650,7.42,Green,800
643,82.58,Arabica,Catuai,Costa Rica,Washed / Wet,2013,7.67,7.42,7.5,7.67,7,7.75,10,10,10,0.11,1300,7.58,Green,188
644,82.58,Arabica,Caturra,Mexico,Washed / Wet,2014,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,0,1200,7.58,Green,484
645,82.58,Arabica,Caturra,Guatemala,Natural / Dry,2012,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,0,1200,7.5,Blue-Green,320
646,82.58,Arabica,Caturra,Colombia,Washed / Wet,2013,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,0.11,1750,7.5,Blue-Green,170
647,82.58,Arabica,Caturra,Colombia,Washed / Wet,2012,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,0.11,1750,7.42,Green,170
648,82.58,Arabica,Caturra,Colombia,Washed / Wet,2013,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,0.11,1750,7.42,Green,170
649,82.58,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,0.1,1250,7.58,Green,484
650,82.58,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,0.12,1150,7.5,Green,484
651,82.58,Arabica,Caturra,Colombia,Washed / Wet,2012,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,0.11,1775,7.67,Green,170
652,82.58,Arabica,Mundo Novo,Brazil,Washed / Wet,2011,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,0,975,7.42,Green,76
653,82.50,Arabica,Bourbon,Brazil,Natural / Dry,2018,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,0.11,890,7.42,Green,76
654,82.50,Arabica,Other,Indonesia,Washed / Wet,2017,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,0.11,1250,7.42,Green,360
655,82.50,Arabica,Caturra,Honduras,Washed / Wet,2017,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,0.1,1400,7.5,Green,340
656,82.50,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,0.1,1219.2,7.5,Green,320
657,82.50,Arabica,Caturra,Thailand,Washed / Wet,2014,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,0.12,800,7.83,Green,764
658,82.50,Arabica,Caturra,Thailand,Washed / Wet,2014,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,0.11,1450,7.5,Green,764
661,82.50,Arabica,Other,Mexico,Washed / Wet,2013,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,0,1600,7.58,Green,484
662,82.50,Arabica,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2014,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,0.11,1260,7.5,Bluish-Green,76
663,82.50,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,0.12,1310.64,7.33,Green,320
664,82.50,Arabica,Caturra,Colombia,Washed / Wet,2013,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,0.11,1750,7.5,Green,170
665,82.50,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,0.11,1310.64,7.33,Green,320
666,82.50,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,0.13,1679,7.58,Green,484
667,82.50,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,0.12,1100,7.5,Green,484
668,82.50,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,0.11,1650,7.5,Green,484
669,82.50,Arabica,Caturra,Guatemala,Natural / Dry,2012,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,0.11,1200,7.5,Green,320
670,82.50,Arabica,Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,0,1250,7.42,Blue-Green,76
671,82.50,Arabica,Caturra,Colombia,Washed / Wet,2012,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,0.11,1775,7.58,Green,170
673,82.50,Arabica,Caturra,Guatemala,Washed / Wet,2012,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,0.01,1600,7.33,Green,320
674,82.42,Arabica,Other,Honduras,Washed / Wet,2017,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,0.12,1500,7.5,Green,340
675,82.42,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,0.1,1700,7.42,Green,320
676,82.42,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,0.12,1700,7.5,Green,320
677,82.42,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,0.12,157.8864,7.42,Green,320
678,82.42,Arabica,Caturra,Guatemala,Washed / Wet,2017,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,0.11,1200,7.5,Green,320
679,82.42,Arabica,Caturra,Colombia,Washed / Wet,2016,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,0.11,1600,8.08,Green,170
680,82.42,Arabica,Others,China,Washed / Wet,2015,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,0.1,1600,7.58,Green,156
681,82.42,Arabica,Caturra,Brazil,Washed / Wet,2016,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,0.11,1200,8,Green,76
683,82.42,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,0,1,7.42,Green,76
684,82.42,Arabica,Caturra,Guatemala,Washed / Wet,2013,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,0.1,1400,7.33,Green,320
685,82.42,Arabica,Typica,Mexico,Washed / Wet,2014,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,0.11,1296,7.58,Green,484
686,82.42,Arabica,Catuai,Brazil,Semi-washed / Semi-pulped,2012,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,0.12,1000,7.42,Blue-Green,76
687,82.42,Arabica,Caturra,Peru,Washed / Wet,2013,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,0,1200,7.5,Green,604
688,82.42,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2014,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,0,1260,8.17,Green,76
689,82.42,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,0.12,1170,7.5,Green,484
690,82.42,Arabica,Caturra,Honduras,Washed / Wet,2012,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,0.09,1200,7.67,Green,340
691,82.42,Arabica,Caturra,Colombia,Washed / Wet,2013,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,0.11,1775,7.42,Green,170
692,82.42,Arabica,Typica,Mexico,Washed / Wet,2013,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,0.12,1560,7.42,Green,484
693,82.42,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,0.13,1400,7.42,Green,484
694,82.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,0.14,1300,7.5,Green,484
695,82.42,Arabica,Caturra,Mexico,Washed / Wet,2012,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,0.13,1170,7.58,Green,484
696,82.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,0.11,1300,7.5,Green,484
697,82.42,Arabica,Others,Mexico,Washed / Wet,2012,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,0.14,1350,7.58,Green,484
698,82.42,Arabica,Caturra,Mexico,Washed / Wet,2012,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,0.11,1150,7.58,Green,484
699,82.42,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,0.13,1250,7.5,Green,484
700,82.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,0.12,1450,7.5,Bluish-Green,484
701,82.42,Arabica,Caturra,Colombia,Natural / Dry,2012,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,0,442,7.58,Green,170
702,82.42,Arabica,Others,Brazil,Natural / Dry,2012,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,0.11,1200,7.42,Blue-Green,76
703,82.42,Arabica,Caturra,Colombia,Washed / Wet,2011,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,0,1750,7.75,Green,170
704,82.42,Arabica,Caturra,Colombia,Washed / Wet,2011,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,0.02,1750,7.5,Green,170
705,82.33,Arabica,Caturra,Honduras,Washed / Wet,2017,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,0.1,1396,7.58,Green,340
706,82.33,Arabica,Catuai,Brazil,Natural / Dry,2016,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,0.11,982,7.67,Green,76
707,82.33,Arabica,Caturra,Brazil,Natural / Dry,2017,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,0.11,1200,7.5,Green,76
708,82.33,Arabica,Bourbon,Brazil,Natural / Dry,2016,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,0.11,934,7.5,Bluish-Green,76
709,82.33,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,0.1,1850,7.5,Bluish-Green,188
710,82.33,Arabica,Catuai,Costa Rica,Washed / Wet,2015,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,0,1550,7.33,Green,188
711,82.33,Arabica,Others,China,Pulped natural / honey,2015,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,0.12,1580,7.5,Green,156
712,82.33,Arabica,Bourbon,Brazil,Natural / Dry,2016,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,0.07,1268,7.75,Green,76
713,82.33,Arabica,Mundo Novo,Brazil,Natural / Dry,2015,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,0.11,1200,7.42,Green,76
714,82.33,Arabica,Bourbon,Guatemala,Washed / Wet,2015,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,0.1,1676.4,7.42,Green,320
715,82.33,Arabica,Others,Malawi,Washed / Wet,2014,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,0.12,1450,7.58,Green,454
716,82.33,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,0.11,1100,8,Blue-Green,76
717,82.33,Arabica,Others,Guatemala,Washed / Wet,2014,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,0.12,1524,7.42,Green,320
718,82.33,Arabica,Caturra,Mexico,Washed / Wet,2014,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,0.11,1200,7.5,Green,484
719,82.33,Arabica,Caturra,Colombia,Washed / Wet,2013,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,0.1,1300,7.5,Green,170
722,82.33,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,0.12,1310.64,7.25,Green,320
723,82.33,Arabica,Caturra,Colombia,Washed / Wet,2013,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,0,1750,7.33,Green,170
724,82.33,Arabica,Typica,Mexico,Washed / Wet,2013,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,0.12,1300,7.42,Green,484
725,82.33,Arabica,Caturra,Costa Rica,Washed / Wet,2012,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,0,1200,7.67,Green,188
726,82.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,0.11,1752.6,7.33,Green,320
727,82.33,Arabica,Typica,Mexico,Natural / Dry,2012,7.58,7.67,7.58,7.33,7,7.58,10,10,10,0.15,441,7.58,Green,484
728,82.33,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,0.13,1170,7,Green,484
729,82.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,0.1,1310.64,7.5,Green,320
730,82.33,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,0.12,1100,7.42,Green,76
731,82.33,Arabica,Typica,Mexico,Washed / Wet,2012,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,0.11,1300,7.83,Green,484
732,82.33,Arabica,Mundo Novo,Brazil,Washed / Wet,2012,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,0.11,950,7.42,Green,76
733,82.33,Arabica,Caturra,Colombia,Natural / Dry,2012,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,0,442,7.33,Green,170
734,82.25,Arabica,Catuai,Brazil,Washed / Wet,2012,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,0.09,1100,7.5,Green,76
736,82.25,Arabica,Others,Guatemala,Washed / Wet,2016,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,0.11,1450,7.33,Green,320
737,82.25,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,0,1,7.67,Green,76
738,82.25,Arabica,Bourbon,El Salvador,Washed / Wet,2014,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,0.12,1500,7.58,Green,222
739,82.25,Arabica,Catuai,Honduras,Washed / Wet,2015,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,0.11,1350,7.33,Green,340
740,82.25,Arabica,Others,Malawi,Washed / Wet,2014,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,0.13,1180,7.42,Blue-Green,454
741,82.25,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,0.11,1100,7.42,Green,76
743,82.25,Arabica,Mundo Novo,Mexico,Washed / Wet,2013,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,0.12,1338,7.42,Blue-Green,484
745,82.25,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,0.16,533,7.58,Green,484
746,82.25,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,0.11,1390.8024,7.33,Green,320
747,82.25,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,0.13,1170,7.33,Green,484
748,82.25,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,0.12,1250,7.33,Green,484
749,82.25,Arabica,Other,El Salvador,Washed / Wet,2012,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,0,1200,7.33,Green,222
750,82.25,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,0.11,1100,7.42,Green,484
751,82.25,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,0.1,900,7.42,Green,484
752,82.25,Arabica,Caturra,Colombia,Washed / Wet,2012,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,0.12,1750,7.42,Green,170
753,82.25,Arabica,Caturra,Colombia,Washed / Wet,2012,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,0.11,1775,7.58,Green,170
754,82.25,Arabica,Others,Brazil,Natural / Dry,2012,7.67,7.58,7.42,7,7.5,7.58,10,10,10,0.12,1200,7.5,Green,76
755,82.25,Arabica,Caturra,Colombia,Washed / Wet,2012,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,0.22,1200,7.75,Green,170
756,82.17,Arabica,Bourbon,Brazil,Natural / Dry,2016,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,0.11,934,7.5,Green,76
757,82.17,Arabica,Caturra,Honduras,Washed / Wet,2015,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,0.11,1500,7.58,Bluish-Green,340
758,82.17,Arabica,Caturra,Nicaragua,Washed / Wet,2012,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,0.1,1000,7.5,Green,558
761,82.17,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,0,1,7.58,Green,76
762,82.17,Arabica,Caturra,Thailand,Washed / Wet,2014,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,0.12,800,7.5,Bluish-Green,764
763,82.17,Arabica,Catuai,Honduras,Washed / Wet,2015,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,0.11,1350,7.33,Green,340
764,82.17,Arabica,Bourbon,Guatemala,Washed / Wet,2014,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,0.09,1500,7.42,Blue-Green,320
765,82.17,Arabica,Mundo Novo,Brazil,Natural / Dry,2014,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,0.12,1200,7.5,Green,76
767,82.17,Arabica,Other,Mexico,Washed / Wet,2013,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,0.12,1100,7.33,Green,484
768,82.17,Arabica,Other,Mexico,Washed / Wet,2013,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,0.1,1400,7.5,Green,484
771,82.17,Arabica,Caturra,Colombia,Washed / Wet,2013,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,0,1750,7.5,Bluish-Green,170
772,82.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.67,7,7.5,7.33,7.5,10,10,10,0.15,1144,7.67,Green,484
773,82.17,Arabica,Caturra,Guatemala,Washed / Wet,2012,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,0.12,1350,7.17,Green,320
774,82.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,0.12,1000,7.5,Green,484
775,82.17,Arabica,Typica,Mexico,Washed / Wet,2012,7,7.67,7.5,7.5,7.42,7.5,10,10,10,0.1,1200,7.58,Green,484
776,82.17,Arabica,Caturra,Colombia,Washed / Wet,2010,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,0.08,1800,7.42,Green,170
777,82.08,Arabica,Bourbon,Indonesia,Washed / Wet,2017,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,0.15,1300,7.33,Green,360
778,82.08,Arabica,Caturra,Colombia,Washed / Wet,2016,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,0,1200,7.58,Green,170
779,82.08,Arabica,Bourbon,Brazil,Natural / Dry,2016,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,0.11,894,7.5,Green,76
780,82.08,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,0,1,7.25,Green,76
781,82.08,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,0,1300,7.67,Blue-Green,188
784,82.08,Arabica,Caturra,Colombia,Washed / Wet,2013,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,0.11,1200,7.25,Green,170
785,82.08,Arabica,Caturra,Costa Rica,Washed / Wet,2013,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,0.11,13,7.33,Green,188
787,82.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,0.13,1300,7.42,Green,484
788,82.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,0.13,1800,7.5,Green,484
789,82.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,0.11,1250,7.33,Green,484
791,82.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,0.11,1250,7.33,Green,484
793,82.08,Arabica,Caturra,Colombia,Washed / Wet,40544,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,0.08,1600,7.17,Green,170
794,82.00,Arabica,Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,0.12,1600,7.42,Green,340
795,82.00,Arabica,Caturra,Honduras,Natural / Dry,2016,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,0.1,1600,7.5,Green,340
796,82.00,Arabica,Bourbon,Brazil,Natural / Dry,2016,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,0.11,944,7.5,Green,76
800,82.00,Arabica,Others,Malawi,Washed / Wet,2014,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,0.13,2500,7.33,Bluish-Green,454
802,82.00,Arabica,Caturra,Thailand,Washed / Wet,2013,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,0.11,800,7.33,Green,764
803,82.00,Arabica,Catuai,Costa Rica,Washed / Wet,2013,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,0.1,1300,7.33,Green,188
804,82.00,Arabica,Caturra,Honduras,Washed / Wet,2014,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,0.11,1400,7.17,Green,340
805,82.00,Arabica,Caturra,Colombia,Washed / Wet,2013,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,0.11,1900,7.17,Green,170
807,82.00,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,0.11,1038.5,7.67,Blue-Green,76
808,82.00,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,0.12,940,7.42,Green,484
809,82.00,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,0.12,1000,7.42,Green,76
810,82.00,Arabica,Catuai,Brazil,Semi-washed / Semi-pulped,2012,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,0.11,1050,7.42,Blue-Green,76
811,82.00,Arabica,Bourbon,Guatemala,Natural / Dry,2012,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,0.11,1200,7.17,Green,320
812,82.00,Arabica,Mundo Novo,Brazil,Semi-washed / Semi-pulped,2012,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,0.12,950,7.33,Green,76
813,82.00,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,0,1402.08,7.42,Green,320
814,82.00,Arabica,Caturra,Colombia,Washed / Wet,2012,7.33,7,7.08,7.42,7.5,7.67,10,10,10,0.07,1775,8,Green,170
815,81.92,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,0.1,1901,7.58,Green,320
816,81.92,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,0.11,1219.2,7.42,Green,320
817,81.92,Arabica,Caturra,Honduras,Washed / Wet,2017,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,0.12,1400,7.33,Green,340
818,81.92,Arabica,Catuai,Brazil,Natural / Dry,2017,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,0.11,1020,7.5,Green,76
819,81.92,Arabica,Bourbon,El Salvador,Washed / Wet,2014,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,0.11,1250,7.33,Green,222
